bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,price,street_address,interest_level
2.0,3,9e3d6adb5653218152aa5999d8f72a4a,2016-04-20 03:27:06,RARE FIND - APARTMENTS IN THIS BUILDING DON'T LAST!!! THIS IS A STEAL DEAL - FLEX 3 BEDROOM SIZED TO FIT KING SIZE BEDS IN ALL THE ROOMS. WASHER & DRYER INSIDE THE APARTMENT. THIS IS A HIGH RISE LUXURY BUILDING WITH LOTS OF AMENITIES.<br /><br />--> SHOWING BY APPOINTMENT ONLY.   FOR ALL YOUR MANHATTAN REAL ESTATE NEEDS CONTACT:    VAS  cell:  (226-317-8312  fax:  (226-317-8312   e-mail:  kagglemanager@renthop.com SEE ALL MY LISTINGS-------    www.hgrny.com/vas -Disclosure -**Deals/Management offers are subject to change without notice!<br /><br /><br /><br /><p><a  website_redacted ,E 44th St.,"['Dining Room', 'Balcony', 'Doorman', 'Elevator', 'Terrace', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space']",40.7516,6899768,-73.9717,c9c33695ee2a2f818e9f1d8f7d1c4b39,"['https://photos.renthop.com/2/6899768_5fbada9d4166da57b4ccf72cb4bd54ce.jpg', 'https://photos.renthop.com/2/6899768_96ec93e0148341592cc1c93001c6ad45.jpg', 'https://photos.renthop.com/2/6899768_63e8b9ebc8f7c82761b81c332da5877b.jpg', 'https://photos.renthop.com/2/6899768_5746f12dfe447c17a009311ff0fe5c54.jpg', 'https://photos.renthop.com/2/6899768_a9332a47975c5206ef27bd6d81925a45.jpg', 'https://photos.renthop.com/2/6899768_bb51310dfdce5cdff35841f4376b27a1.jpg', 'https://photos.renthop.com/2/6899768_0bce59061197011b30d82d9ba43feefe.jpg', 'https://photos.renthop.com/2/6899768_99bacdb9506bddeb11f33575fc018a54.jpg', 'https://photos.renthop.com/2/6899768_80bf62dda8be989290424e6cea84d4df.jpg', 'https://photos.renthop.com/2/6899768_2bd54d69ba1578cfd43e7a0cf5d967d3.jpg']",5000,245 E 44th St.,low
1.0,1,2d50377549edd9be35dd61a109b45571,2016-04-09 02:43:41,"Conveniently located on a quiet side street close to both Gramercy Park and the subway. Many top restaurants, as well as exciting nightlife destinations, are within walking distance. This elevator building also features a 24-hour garage and laundry room.<br /><br />This junior one bedroom apartment has a new kitchen with stainless steel appliances including a dishwasher and microwave, and new marble bathroom with oversized medicine cabinets and banjo counter, air conditioning, oak floors, high-speed internet access, and a closed circuit TV security system. Bright & sunny with Southern exposures to let the light in. AND NO BROKER'S FEE!<br /><br />To schedule a viewing CALL/TEXT/EMAIL Nishan today.  501-606-3449  kagglemanager@renthop.com<br /><br /><p><a  website_redacted ",E 24 St.,"['Elevator', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'No Fee']",40.739,6847528,-73.9822,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/6847528_6f7a863b845e79d50bf3e48e53ac0167.jpg', 'https://photos.renthop.com/2/6847528_fdad36f7095fbf1140661c4e457d31f3.jpg', 'https://photos.renthop.com/2/6847528_db39ea91897dfffa78e295f3ad7a05f4.jpg', 'https://photos.renthop.com/2/6847528_a31c5a026e25d9b04b8a2eb9890f3968.jpg', 'https://photos.renthop.com/2/6847528_86e3a841f4a8341b4556b3a42ee1fbe4.jpg']",2495,214 E 24 St.,medium
1.0,1,c77a7a2e563c3f17fd5beeb459704d10,2016-06-12 10:08:28,        ,Ocean Parkway,"['Elevator', 'Cats Allowed', 'Dogs Allowed']",40.6368,7148744,-73.9722,ad62604a358fd1e85222b735804aa69f,"['https://photos.renthop.com/2/7148744_5338df710957af4b5f7fc83759802504.jpg', 'https://photos.renthop.com/2/7148744_e8aedbe1ada04f379c93eb88fda30923.jpg', 'https://photos.renthop.com/2/7148744_311a6159c8944825308d5e6b785ad2eb.jpg', 'https://photos.renthop.com/2/7148744_de3f82072ad360e751be0906412fc0c1.jpg']",2150,483 Ocean Parkway,low
1.0,3,d7d2769b241bb4602abe6d076bf2ec06,2016-06-21 04:51:55,"Beautiful  3BR in the Hamilton HeightsACTUAL APT. PHOTOSConveniently located near restaurants, shops, bars, lounges, and the best this area has to offer. All transportation, including trains and buses within minutes from your front door.Bond New York Properties offers access to some of New York City?s finest exclusives all throughout Manhattan.  Your Search Ends Here. Call or Email to arrange an appointment.Contact Monica Y Witchel  735-838-4050 OR kagglemanager@renthop.com<br/><br/>Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",W 151 Street,"['Elevator', 'Laundry In Building', 'Actual photos', 'Dishwasher', 'Hardwood Floors']",40.8309,7191002,-73.9486,c1a6598437b7db560cde66e5a297a53f,"['https://photos.renthop.com/2/7191002_65b9ef7c163f4993f58d478c1118a6bb.jpg', 'https://photos.renthop.com/2/7191002_bdbdc661e3252c316bc30ee1195df788.jpg', 'https://photos.renthop.com/2/7191002_2f2b92c12847ae7eebce296c8659197e.jpg', 'https://photos.renthop.com/2/7191002_19171b9865f7b7c293b98d1de1b41960.jpg', 'https://photos.renthop.com/2/7191002_0fa7df9b2db9cb73d901bba143e79b58.jpg']",3600,609 W 151 Street,low
1.0,1,865a3a9b14a8fa7079ba08302eb12b40,2016-06-23 14:41:30,"Located: Upper East SideNEWLY RENOVATED spacious 1 bedroom w/ 1 bathroom & living room in the Upper East Side! What a deal, take this before it's gone!Call/text/e-mail Kevin Rahmanan 709-571-3846 or kagglemanager@renthop.com",KR - Want to live in luxury? Take this Newly Renovated 1 Bedroom Apartment for an Amazing Price!,[],40.7766,7205995,-73.9452,4bdc3d8c1aaa90d997ce2cb77680679b,"['https://photos.renthop.com/2/7205995_8ec4a4fb0df825baa9b1034008931417.jpg', 'https://photos.renthop.com/2/7205995_fdbed899a7ed78ed007b52c8c9ed8904.jpg', 'https://photos.renthop.com/2/7205995_0e18b24c728e08a334134a7fce6a37eb.jpg', 'https://photos.renthop.com/2/7205995_bc960d97c9651e78e4ae59461c05e884.jpg', 'https://photos.renthop.com/2/7205995_951d465360dfa2609b3d41937bf591cf.jpg']",2699,518 e 88th street,low
1.0,1,da45c2648a02d2d2c59078d57783c84c,2016-05-10 02:53:34,"Surrounded by the Best restaurants, supermarkets (Fairway, Wholefoods and more!) On a TREE LINED, QUIET block. The apartment is Enchanting in that it has a very warm and welcoming vibe, The new oak wood floors reflect the awesome south facing sun stream. RENOVATED, Queen bedroom that will fit more then a Queen , maybe even a King size bed. This is a unique value for the square footage, condition and LOCATION! Next to the EXPRESS TRAIN, CENTRAL PARK, PLEASE TEXT Joel 725-911-4312 FOR A QUICK VIEWING.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",E 83 Street,"['Dishwasher', 'Hardwood Floors']",40.7755,6988719,-73.9528,a4e0096175a7f299d0f6e67edf143891,"['https://photos.renthop.com/2/6988719_b2251881f37c07e69377342f5c141642.jpg', 'https://photos.renthop.com/2/6988719_5c14c518d1bba9e75d511a7c7fd8b914.jpg', 'https://photos.renthop.com/2/6988719_d43894935e15a83cc403ebe7150e63fa.jpg']",2000,304 E 83 Street,medium
1.0,1,91823baf0ca9e349cd07bd477a608dff,2016-05-13 01:38:50,"Beautifully renovated over sized(600 square feet!) one bedroom apartment features high ceilings, beautiful wood floors, a separate SS gourmet kitchen with dishwasher/micro, great SS stove with 5 burners and room for a table. An  open sprawling living room  with southern exposure letting in plenty of sunlight plus new recessed lighting. The King sized bedroom with recessed lighting features abundant closets and great usable space.This is the largest and most beautiful apartment you will find anywhere in Manhattan under $3000. Convenient to dining, shopping, nightlife and transportation. One month free with 13 month lease. Call Cathy for showings.Open house Sat 5/14/16 2:30-3:30",East 71st Street,"['Cats Allowed', 'Dogs Allowed', 'Prewar', 'Dishwasher']",40.7672,7004377,-73.9572,9bd3e7aac3b57ef593758d2091c63dc2,"['https://photos.renthop.com/2/7004377_bd8006f2bc889353720b6f166d9147bb.jpg', 'https://photos.renthop.com/2/7004377_274bf86593f92d27e083a95f702d0ff5.jpg', 'https://photos.renthop.com/2/7004377_c91947ca6d615456727814258ac20974.jpg']",2825,336 East 71st Street,low
1.0,0,ec12b4db154a9c75983f5e32edd93843,2016-05-18 07:26:45,"This Apartment is extremely attractive and i am happy to say that we are offering a month free of rent. This apartment provides a great amount of a space for living comfortably. This Studio is very gorgeous surrounded by large windows providing pure natural sunlight and a perfect view of New York City. The flooring in this unit is simply beautiful with Parquet hardwood floors throughout. Also the apartment has ample closet space. Indeed this is truly an OUTRAGEOUS DEAL !SAVE MONEY~ GET THIS FOR THE LOW LOW~~<br /><br />The building is located in the heart of Midtown East, Close to transportation, and Restaurants 24 hour doorman building with beautiful lobby and elevatorLaundry in building<br /><br />Call today for an appointment:Jamie Fields at 032-568-9993or email kagglemanager@renthop.com<br /><br />IF THIS IS NOT WHAT YOUR LOOKING FOR, PLEASE DO NOT HESITATE TO CALL OR EMAIL WITH ANY QUESTIONS OR SPECIAL REQUESTS. I'LL BE MORE THAN HAPPY TO FURTHER ASSIST YOU IN WITH FINDING THE PERFECT APARTMENT :).<p><a  website_redacted ",East 46th Street,"['Doorman', 'Elevator', 'Hardwood Floors', 'No Fee']",40.7538,7033000,-73.974,30a7951cfc21240e8c46b2d079d292e5,"['https://photos.renthop.com/2/7033000_50e49212d81f7c0b6e7413eda09cf0c4.jpg', 'https://photos.renthop.com/2/7033000_f4a132d6387f98f1aee7713dcec3d58a.jpg', 'https://photos.renthop.com/2/7033000_808ee40f151298bd2f93c40df893a436.jpg', 'https://photos.renthop.com/2/7033000_8b798a092af10a8fa7602512fe09e296.jpg', 'https://photos.renthop.com/2/7033000_835f13330b0eef4e7a0dfc33558dfc6e.jpg', 'https://photos.renthop.com/2/7033000_0a4def4aa00633ead8fa565a1a957866.jpg', 'https://photos.renthop.com/2/7033000_4b998c3e374585344d2575fdb9d10979.jpg']",2300,140 East 46th Street,low
1.0,1,75968833fe814f3a5236959790fb4984,2016-06-09 04:10:57,"This beautiful 1 bedroom in the heart of the West Village is now on the market!Features:- Hardwood Floors and Crown Moldings- Over-sized Windows- Abundant Space with Extra-Large Walk-In-Closets- Fully-loaded kitchen with stainless steel appliances<br /><br />Live luxuriously in one of Manhattan's best neighborhoods; located on Christopher Street between Bleecker and Bedford. This is a full-time doorman building with laundry and a gym (first year membership is FREE). The building is also pet friendly and NO FEE!<br /><br />Contact Stephanie to schedule a viewing. Call, email, or text! 540-934-1283 kagglemanager@renthop.com<br /><br /><p><a  website_redacted ",Christopher Street,"['Doorman', 'Elevator', 'Pre-War', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'No Fee']",40.7334,7130741,-74.0047,689e39195d1146ba0f6dca87df28dede,"['https://photos.renthop.com/2/7130741_494bb6e4c51742e8dbb973a2f6a16751.jpg', 'https://photos.renthop.com/2/7130741_25ffe21e26dd6a4ae86afacde7e47f5e.jpg', 'https://photos.renthop.com/2/7130741_242953d80eff62fa917a994c2cf74a46.jpg', 'https://photos.renthop.com/2/7130741_361156ccb29054bf3ef6947398eb47d3.jpg', 'https://photos.renthop.com/2/7130741_4f8dc9031652b80e3b041f9e990a0cec.jpg']",5550,95 Christopher Street,low
1.0,2,f5b7843feb2d61622da439f24b620409,2016-05-14 02:26:12,"Building features elevator, laundry, virtual doorman, and is just steps from shopping, nightlife and restaurants. Just a short walk from Madison Square Park and just minutes to the N, R, Q, 4, 5, and 6 subway lines.<br /><br />Great convertible 2 bedroom apartment with hardwood floors, washer and dryer, newly renovated kitchen with stainless steel appliances and granite counter top, and marble bath.<br /><br />FOR FURTHER INFORMATION AND VIEWING CONTACT MEYER OVADIA AT 753-396-6626 OR VIA EMAIL AT kagglemanager@renthop.com NOT WHAT YOU ARE LOOKING FOR? FEEL FREE TO CONTACT ME WITH ANY SPECIAL REQUESTS. I'LL BE MORE THAN HAPPY TO FURTHER ASSIST YOU IN YOUR SEARCH<br /><br /><p><a  website_redacted ",East 25th Street,"['Dining Room', 'Elevator', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",40.7401,7010143,-73.9815,537e06890f6a86dbb70c187db5be4d55,"['https://photos.renthop.com/2/7010143_b4a0e52376a5ba4322cda672a61c719a.jpg', 'https://photos.renthop.com/2/7010143_b77ce331570af94fc8d75f46dbc9e415.jpg', 'https://photos.renthop.com/2/7010143_8cc8e88bddfca96f1d3948a13e265f0f.jpg', 'https://photos.renthop.com/2/7010143_1e14636db2bfffe2423f97bc4cc15a11.jpg']",3400,209 East 25th Street,medium
1.0,0,d53fd63b33aeb190dd3aead1b696d4d7,2016-05-18 03:35:55,I have total market coverage in Manhattan with access to show nearly every available listing in the city through my real-time database of listings and co-broke network. CONTACT ME FOR AN EXCLUSIVE TOUR OF THIS AND OTHER GREAT APARTMENTS. CALL OR TEXT LESLIE TO VIEW: 301-042-4502 OR EMAIL: kagglemanager@renthop.com<br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ,Grove Street,"['Elevator', 'Hardwood Floors']",40.7329,7029269,-74.0046,1729cc4d62ab0cec44dcfd6757d44d65,"['https://photos.renthop.com/2/7029269_de9633f87e77d8ac49933c01c9ed7e0a.jpg', 'https://photos.renthop.com/2/7029269_c229bb2b9ffb23a4f654b309987602aa.jpg', 'https://photos.renthop.com/2/7029269_4160a2dae2b1d83066add37584d307e0.jpg', 'https://photos.renthop.com/2/7029269_0143f7a2b7da98a71654ee1c73c6ea19.jpg']",2900,35 Grove Street,low
1.0,2,d2f0a32d3d4a1f055397c6b32b91ed27,2016-06-09 05:52:44,70TH/3RD HUGE 800SF LUX DRM FULL SRVC ! FLEX 2 BD! FULLY RENOV! LEASE BREAK OPPORTUNITY!FULL SERVICE DOORMAN BUILDING! EASY FLEX 2 BD! FULLY RENOV!! LAUNDRY AND LIVE IN SUPER! MARBLE LOBBY! Hardwood floors! Marble bathroom! High ceilings! Great closet space! EMAIL kagglemanager@renthop.com FOR FASTEST RESPONSE! OR CALL 072-939-4921<br /><br /><br /><br /><br /><br /><p><a  website_redacted ,E 72 St,"['Doorman', 'Elevator', 'Dishwasher', 'Hardwood Floors', 'No Fee']",40.7688,7132014,-73.9579,fd960446d2a41002d3b36f25740157ca,"['https://photos.renthop.com/2/7132014_fef36456fe3034813eba5c5ddf89cccc.jpg', 'https://photos.renthop.com/2/7132014_9e3e8fb4bf606e355e6a3e80439596b4.jpg', 'https://photos.renthop.com/2/7132014_e1a449d5aa3da22b235273d99a02eed8.jpg', 'https://photos.renthop.com/2/7132014_3ad0a12eba70b04fd9baa11bb731e0be.jpg', 'https://photos.renthop.com/2/7132014_27e6cceae03a17cd3fd884fd9baf35f8.jpg']",3000,305 E 72 St,high
1.0,1,0,2016-06-09 01:18:00,"With a killer view, this spacious, one bedroom is now available!This unit has plenty of storage, hardwood floors throughout and plenty sunlight.The kitchen has a breakfast bar and stainless steel appliances, including a dishwasher.Building amenities include full time doorman, elevators, garage, Health Club, Laundry Room and a Rooftop Deck!If you have any questions, feel free to contact me any time (8am to 12 midnight). I'll be more than happy to help! ",East 72nd Street,"['Doorman', 'Fitness Center', 'Dogs Allowed', 'Cats Allowed']",40.7695,7127900,-73.9603,0a6a312ce7972d52c2948122422bd902,"['https://photos.renthop.com/2/7127900_e593a82bf53648697d2ec47ba5969ca7.jpg', 'https://photos.renthop.com/2/7127900_1a07721633a5c03afb56a80fd82bcdd1.jpg', 'https://photos.renthop.com/2/7127900_f2e5c1d9502891437465700c77b1c06f.jpg', 'https://photos.renthop.com/2/7127900_3d872f9e05574584cc1dd612884ecf5a.jpg', 'https://photos.renthop.com/2/7127900_cee273048919bf8d908238adfb043f5f.jpg', 'https://photos.renthop.com/2/7127900_7338b1c3b1582c6d3cf47492b934eff1.jpg']",3650,200 East 72nd Street,low
1.0,0,0,2016-05-02 01:18:44,"Astounding value and location! Charming studio features a separate kitchen with white cabinets and appliances, closeted alcove outside bathroom forms private dressing room. This studio apartment is located minutes from subway, offering fast, easy commute to midtown. ",Yellowstone Boulevard,[],40.7261,6952115,-73.8486,ee3a06fde9c1c9b83f2e433f170360b5,"['https://photos.renthop.com/2/6952115_c0eec5c6e72250214f6205a605d41120.jpg', 'https://photos.renthop.com/2/6952115_d62725bb2419c3ca4869061971d3fcf8.jpg', 'https://photos.renthop.com/2/6952115_382d9ce811501f76a0dffdfd5478e802.jpg', 'https://photos.renthop.com/2/6952115_a1908d794442dd5e1324724bc32d0b32.jpg']",1500,68-12 Yellowstone Boulevard,low
1.0,1,7bb43faedaa98b0a6d1e8b1195515551,2016-04-30 05:51:56,"**NO BROKER FEE FOR IMMEDIATE/MAY 1ST MOVE IN** ACT NOW*LANDLORD OFFERING FREE MONTH, PRICE IS NET EFFECTIVE*This Stunning 1 bedroom apartment is like you've never seen before! Building features a 24-hour doorman, sleek elevator lobby, complimentary gym, outdoor area, live in super, and a laundry room. This revamped building is definitely where you want to live and call home! Apartment features a very LARGE living area, high ceilings, beautiful kitchen with all appliances including dishwasher, and beautiful designer white cabinets. Queen sized bedroom with loads of closet space. Full bathroom with very modern tiled designs is also featured. Loads of closet space every turn you make which should definitely make the wife happy! CAN FLEX TO 2 BEDROOM USING BOOKCASE WALLThis apartment is a must see and wont be available for long. Call/Text Edan (855-650-2204 to schedule a private viewing today!!<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",East 46th Street,"['Roof Deck', 'Doorman', 'Elevator', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee']",40.7516,6947999,-73.969,c8b10a317b766204f08e613cef4ce7a0,"['https://photos.renthop.com/2/6947999_002d6c3484abb7d099f9c69f6a9c5a0f.jpg', 'https://photos.renthop.com/2/6947999_c461b0c30e1e3e5d2f9e092123dde2bd.jpg', 'https://photos.renthop.com/2/6947999_e8e57fed99e5731dc985c773b6b86886.jpg', 'https://photos.renthop.com/2/6947999_101a59b2c865fc8459d702f88ce8b1bc.jpg', 'https://photos.renthop.com/2/6947999_e98991f86bcd788f3d53cd4b94f0f7ff.jpg', 'https://photos.renthop.com/2/6947999_c3086f44fd9639be4f6a735d984f98ab.jpg']",3138,330 East 46th Street,low
1.5,1,7eda884a9d661f9e9bdd5e35eb98cc73,2016-06-08 02:42:30,1 BR - UWS - Actual Photos - Prime Location - Super Nice Apartment - For more info on this unit and/or others like it please contact - Mamuka Call/Text: 003-769-8758 / kagglemanager@renthop.com --<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ,W 80 Street,"['Elevator', 'Hardwood Floors']",40.7834,7123786,-73.9774,2f1ac1463ec2b0212f337801d176951f,"['https://photos.renthop.com/2/7123786_ef7e688fc4f24ed1430cbcffd3d5eb68.jpg', 'https://photos.renthop.com/2/7123786_28a793386dba7063accae6ab6b6c986b.jpg', 'https://photos.renthop.com/2/7123786_003f4c0ec2350ca98d4b2e14fa9365b5.jpg', 'https://photos.renthop.com/2/7123786_94dcaae647ffff7877f82f6f0478f63c.jpg', 'https://photos.renthop.com/2/7123786_74e562c63ccdd21c59225cd6b26ca946.jpg']",3750,162 W 80 Street,low
1.0,1,1a648a003c92e6b7c0d69fc0d82c42e6,2016-05-14 04:13:35,I have total market coverage in Manhattan with access to show several thousand available apartments in the city through my real-time database of listings and co-broke network. CONTACT ME FOR AN EXCLUSIVE TOUR OF THIS AND OTHER GREAT APARTMENTS. TWITTER @NYCREAGENT<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ,Sullivan Street,['Hardwood Floors'],40.73,7011944,-73.9995,8cd830b9a3d0123dad1216c6b61e6c28,"['https://photos.renthop.com/2/7011944_6baaefedd333219c88d39deea798ef3a.jpg', 'https://photos.renthop.com/2/7011944_0d4bad9e8fee334330399203d2add11c.jpg', 'https://photos.renthop.com/2/7011944_c74673f45d7c5b8692be7090b426bfc3.jpg', 'https://photos.renthop.com/2/7011944_8fa0cb095f6caf200042f3e8669c050a.jpg', 'https://photos.renthop.com/2/7011944_3551aaab6e98e9b3ab8ada8b1f9ae90f.jpg', 'https://photos.renthop.com/2/7011944_c5d02237be5577879aba371bbee718e3.jpg', 'https://photos.renthop.com/2/7011944_4f295651bf16cd8b77d13b6af9b32d1e.jpg', 'https://photos.renthop.com/2/7011944_bd66a0410607d26bc85583b051cd6a73.jpg']",2575,240 Sullivan Street,low
1.0,2,0,2016-05-28 01:18:48,Call or email me to set up a private viewing of this apartment or any other listed on our Citi Habitats website. ,Columbus Avenue,"['Pre-War', 'No Fee']",40.8003,7077173,-73.9618,29e54a99eff5480717f3236da52aed01,[],3200,973 Columbus Avenue,low
1.0,1,82add339ac22b95563b3ad8395f1ab9c,2016-06-14 15:36:33,Upscale one bedroom in luxury high rise building. Renovated with modern finishes. Stainless steel appliances and granite counter tops in the chef's kitchen. Marble bathrooms. Large living area. wood flooring throughout. Spacious king sized bedrooms.<br /><br />The High rise building has a a full time doorman. Valet services. Laundry Room. Spectacular Roof top Terrace with incredible views.<br /><br />TO VIEW CALL TAL @ 190-041-2739Email @ kagglemanager@renthop.com<br /><br />Free Month Incentive<p><a  website_redacted ,E 95th St.,"['Dining Room', 'Dishwasher', 'Hardwood Floors', 'No Fee']",40.7845,7159361,-73.9503,ad3d8ddc52c7e0859b5c6c7f7949c3bd,"['https://photos.renthop.com/2/7159361_0827419cea2341e7190b763f44a7d57c.jpg', 'https://photos.renthop.com/2/7159361_cbc53afdb0e19a3fe15b35bb74b3ca95.jpg']",2800,182 E 95th St.,low
1.0,0,743734cd07225f47b51cfbef84296246,2016-04-06 17:54:15,"Coming available for you to move into during April or May - this is a fully renovated studio apartment in an elevator / laundry building on West 13th Street. Prime West Village location, just off Eighth Avenue.The apartment features a fully renovated stainless steel kitchen with dishwasher, hardwood floors, a spacious living area, great closet space, and an updated bathroom. Pets allowed on a case by case basis. One or two year lease terms are available.Please contact Alex with any questions or to set up a showing.725-534-3225kagglemanager@renthop.com",West 13th Street,"['Cats Allowed', 'Dogs Allowed', 'Elevator', 'Laundry In Building', 'Newly Renovated', 'Hardwood Floors', 'Dishwasher', 'Stainless Steel Appliances', 'Close to Transit']",40.7379,6834783,-74.0002,f948a6d058c0d51c2b802734f5db9d74,"['https://photos.renthop.com/2/6834783_2b471f16fc659a008460091d5e371e5e.jpg', 'https://photos.renthop.com/2/6834783_3b1e426f57a2c590ae426e3158d3c1fe.jpg', 'https://photos.renthop.com/2/6834783_353b7bb98afd428148657eb86badc5d0.jpg']",2600,191 West 13th Street,medium
1.0,2,4a1812ff73b138b5966e91dbc8cc4355,2016-06-22 04:12:11,Large 1 Bedroom converted 2. Right off 2nd ave and mid 50's. Renovated unit with ss appliances. For info/access Asaf 151-564-0982<br /><br /><br /><br /><br /><br /><p><a  website_redacted ,East 54th Street,['Hardwood Floors'],40.7567,7199176,-73.9657,93ca21ce72df10a52c69893b7243c89b,"['https://photos.renthop.com/2/7199176_9256e8c41ef72b2b804d238482deaf4d.jpg', 'https://photos.renthop.com/2/7199176_017433e68a35345cba17d6c4b842905a.jpg', 'https://photos.renthop.com/2/7199176_efb7c3763f0f24442c413108f8f1e4aa.jpg', 'https://photos.renthop.com/2/7199176_5c99041eec682c4cadb05c342a25ca23.jpg', 'https://photos.renthop.com/2/7199176_31f9376a9c4495d66e225e5295bbc468.jpg']",2790,330 East 54th Street,low
1.0,2,0,2016-06-14 12:53:43,"Apartments like these are moving fast! The market is heating up along with the weather! Ideal spot right in between 2 major subway lines, and remember....I can show you anything on the Bohemia Website! Let me know and weâ¬""ll take a look!!kagglemanager@renthop.com | 216-777-8398LOCATION: 7th Ave (Adam Clayton) B/W 135th &amp; 136thSUBWAYS: 2/3 train @135th and Lenox OR B/C train @135th and Frederick Douglass APARTMENT:* Hardwood Floors Throughout* Stainless Steel Appliances* Modern Wood Stained Cabinets* Plenty of Closet Space* Microwave* Dishwasher* Spacious Living Area* Tiled Floor Area Around Open Kitchen* Tile Backsplash in Kitchen* Tiled Walls in BathroomNEIGHBORHOOD:* St. Nicholas Park* Manhattanville Coffee* Schools* GroceryMoving does not need to be stressful! Contact me today and weâ¬""ll make a day of it! kagglemanager@renthop.com-759-0147",7th Ave,"['prewar', 'dishwasher', 'Dogs Allowed', 'Cats Allowed', 'LOWRISE', 'SIMPLEX', 'HARDWOOD']",40.8159,7158181,-73.9438,75779b27788a2ed81680336fddd8867e,"['https://photos.renthop.com/2/7158181_3fd7b47fdc03086abb7d2c1ee73b55a7.jpg', 'https://photos.renthop.com/2/7158181_78ec10132b4d5b006cddced7985d5f2b.jpg', 'https://photos.renthop.com/2/7158181_0a5121881a0b1b7607ac291cef377e91.jpg', 'https://photos.renthop.com/2/7158181_68ba2881ca1e73c0358687dcd7e25288.jpg', 'https://photos.renthop.com/2/7158181_440a9f623e8c802a83d057968365d3d9.jpg', 'https://photos.renthop.com/2/7158181_3d78051eabc95639b9248d7b964d2d05.jpg']",2300,2308 7th Ave,low
1.0,3,0e72c5f740c1705c26753ce9fc27f7c3,2016-05-17 02:22:07,For an immediate viewing contact me at kagglemanager@renthop.com or 501-606-3449<br /><br /><br /><br /><br /><br /><p><a  website_redacted ,W 19 St.,"['Dining Room', 'Garden/Patio', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space', 'Dogs Allowed', 'Cats Allowed']",40.7447,7021271,-74.0052,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/7021271_7d12dc668bc3dd6837b23da7b096faa5.jpg', 'https://photos.renthop.com/2/7021271_26f6c6b8ed9be7d1eafafab474b472f3.jpg', 'https://photos.renthop.com/2/7021271_08798134e83823e52f7b8909f25895c0.jpg', 'https://photos.renthop.com/2/7021271_48e92fc257a0369305330727e310407c.jpg', 'https://photos.renthop.com/2/7021271_6516c648cf427d4c91a8c65bf228a885.jpg', 'https://photos.renthop.com/2/7021271_870464704a096bce60dde96408a92a1d.jpg', 'https://photos.renthop.com/2/7021271_298846b8b676c373a7a433bbae2bbe82.jpg']",5950,446 W 19 St.,low
2.0,2,32ecda64d8f199599de4b86680273432,2016-04-11 02:35:34,"Newly renovated 2 bedroom  War building in the best location of the city, the Upper West Side near Central Park: full time doorman, elevator, and laundry in building. This apartment was recently renovated , has 10 feet high beamed ceilings, hardwood floors, granite kitchen with white cabinets, stainless steel appliances, two marble bathrooms, an extra large living room, . Abundant of light and plenty of closet/storage space throughout. Great for a family. Steps to Central Park, Lincoln Center and easy access to mass transportation.<br /><br />Call or text David at (171-725-9903 or email at kagglemanager@renthop.com to schedule a viewing.<br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ",W 68th St.,"['Dining Room', 'Doorman', 'Elevator', 'Pre-War', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'No Fee']",40.7743,6854928,-73.9789,aa9e353a6b43b125cbc89cb751090a9e,"['https://photos.renthop.com/2/6854928_35e631fbaa1f637fb80da48fe7ad8bbb.jpg', 'https://photos.renthop.com/2/6854928_2a338d51457c969a84c5e1743c3abcff.jpg', 'https://photos.renthop.com/2/6854928_1dbee9d191ef9c75c4f47f0aabf0f02a.jpg', 'https://photos.renthop.com/2/6854928_4798af102c0398183b74973c03e7015c.jpg', 'https://photos.renthop.com/2/6854928_816531ae526bbbd94686c6b7d6d19233.jpg']",5500,25 W 68th St.,low
